Sex,Location,Year,Week,Mortality,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc,P_Score,P_score_fluctuation,Mean Mortality ±,Excess Mortality ±,P_score ±,Population,Excess_mortality_per_10^5,Excess_mortality_per_10^5_fluc,Excess_mortality_per_10^5_±
Total,Romania,2020,24,5078.0,4682.0,4819.0,4434.0,4658.0,4937.0,4706.0,169.1,1.96,148.2,4557.8,4854.2,372.0,148.2,7.9,3.3,4706.0 (±148.2),372.0 (±148.2),7.9% (±3.3%),19328838,1.9,0.8,1.9(±0.8)
Total,Romania,2020,25,4677.0,4410.0,5692.0,4647.0,4403.0,4919.0,4814.2,477.9,1.96,418.9,4395.3,5233.099999999999,-137.2,418.9,-2.8,7.8,4814.2 (±418.9),-137.2 (±418.9),-2.8% (±7.8%),19328838,-0.7,2.2,-0.7(±2.2)
Total,Romania,2020,26,4827.0,4283.0,4683.0,5117.0,4194.0,4671.0,4589.6,329.8,1.96,289.1,4300.5,4878.700000000001,237.4,289.1,5.2,6.3,4589.6 (±289.1),237.4 (±289.1),5.2% (±6.3%),19328838,1.2,1.5,1.2(±1.5)
Total,Romania,2020,27,5288.0,4434.0,4194.0,4381.0,4591.0,4834.0,4486.8,215.0,1.96,188.5,4298.3,4675.3,801.2,188.5,17.9,4.8,4486.8 (±188.5),801.2 (±188.5),17.9% (±4.8%),19328838,4.1,1.0,4.1(±1.0)
Total,Romania,2020,28,4899.0,4604.0,4501.0,4382.0,4699.0,4338.0,4504.8,134.5,1.96,117.9,4386.900000000001,4622.7,394.2,117.9,8.8,2.8,4504.8 (±117.9),394.2 (±117.9),8.8% (±2.8%),19328838,2.0,0.6,2.0(±0.6)
Total,Romania,2020,29,4727.0,4416.0,4237.0,4529.0,4502.0,4424.0,4421.6,102.1,1.96,89.5,4332.1,4511.1,305.4,89.5,6.9,2.1,4421.6 (±89.5),305.4 (±89.5),6.9% (±2.1%),19328838,1.6,0.4,1.6(±0.4)
Total,Romania,2020,30,4951.0,4997.0,4577.0,4403.0,4505.0,4728.0,4642.0,206.7,1.96,181.2,4460.8,4823.2,309.0,181.2,6.7,4.1,4642.0 (±181.2),309.0 (±181.2),6.7% (±4.1%),19328838,1.6,0.9,1.6(±0.9)
Total,Romania,2020,31,5560.0,4551.0,4688.0,5085.0,4708.0,4473.0,4701.0,210.8,1.96,184.8,4516.2,4885.8,859.0,184.8,18.3,4.5,4701.0 (±184.8),859.0 (±184.8),18.3% (±4.5%),19328838,4.4,1.0,4.4(±1.0)
Total,Romania,2020,32,5317.0,4439.0,4159.0,4885.0,4689.0,4425.0,4519.4,248.1,1.96,217.5,4301.9,4736.9,797.6,217.5,17.6,5.4,4519.4 (±217.5),797.6 (±217.5),17.6% (±5.4%),19328838,4.1,1.2,4.1(±1.2)
Total,Romania,2020,33,5272.0,4503.0,4410.0,4355.0,4694.0,4485.0,4489.4,115.3,1.96,101.1,4388.299999999999,4590.5,782.6,101.1,17.4,2.6,4489.4 (±101.1),782.6 (±101.1),17.4% (±2.6%),19328838,4.0,0.6,4.0(±0.6)
Total,Romania,2020,34,5164.0,4127.0,4296.0,4271.0,4542.0,4645.0,4376.2,189.4,1.96,166.0,4210.2,4542.2,787.8,166.0,18.0,4.3,4376.2 (±166.0),787.8 (±166.0),18.0% (±4.3%),19328838,4.1,0.8,4.1(±0.8)
Total,Romania,2020,35,5218.0,4413.0,4250.0,4405.0,4408.0,4517.0,4398.6,85.4,1.96,74.9,4323.700000000001,4473.5,819.4,74.9,18.6,2.0,4398.6 (±74.9),819.4 (±74.9),18.6% (±2.0%),19328838,4.2,0.4,4.2(±0.4)
Total,Romania,2020,36,5074.0,4554.0,4471.0,4301.0,4349.0,4227.0,4380.4,117.6,1.96,103.1,4277.299999999999,4483.5,693.6,103.1,15.8,2.6,4380.4 (±103.1),693.6 (±103.1),15.8% (±2.6%),19328838,3.6,0.5,3.6(±0.5)
Total,Romania,2020,37,5024.0,4040.0,4497.0,4494.0,4454.0,4319.0,4360.8,173.0,1.96,151.6,4209.2,4512.400000000001,663.2,151.6,15.2,3.9,4360.8 (±151.6),663.2 (±151.6),15.2% (±3.9%),19328838,3.4,0.8,3.4(±0.8)
Total,Romania,2020,38,5067.0,4574.0,4234.0,4301.0,4520.0,4327.0,4391.2,131.9,1.96,115.6,4275.599999999999,4506.8,675.8,115.6,15.4,3.0,4391.2 (±115.6),675.8 (±115.6),15.4% (±3.0%),19328838,3.5,0.6,3.5(±0.6)
Total,Romania,2020,39,5050.0,4313.0,4674.0,4366.0,4643.0,4699.0,4539.0,164.7,1.96,144.4,4394.6,4683.4,511.0,144.4,11.3,3.5,4539.0 (±144.4),511.0 (±144.4),11.3% (±3.5%),19328838,2.6,0.8,2.6(±0.8)
Total,Romania,2020,40,5380.0,4342.0,4768.0,4981.0,5194.0,4826.0,4822.2,281.8,1.96,247.0,4575.2,5069.2,557.8,247.0,11.6,5.5,4822.2 (±247.0),557.8 (±247.0),11.6% (±5.5%),19328838,2.9,1.3,2.9(±1.3)
Total,Romania,2020,41,5795.0,4598.0,5103.0,4942.0,5048.0,4757.0,4889.6,187.6,1.96,164.4,4725.200000000001,5054.0,905.4,164.4,18.5,3.8,4889.6 (±164.4),905.4 (±164.4),18.5% (±3.8%),19328838,4.7,0.8,4.7(±0.8)
Total,Romania,2020,42,6208.0,4917.0,5187.0,4952.0,5318.0,4772.0,5029.2,196.5,1.96,172.2,4857.0,5201.4,1178.8,172.2,23.4,4.0,5029.2 (±172.2),1178.8 (±172.2),23.4% (±4.0%),19328838,6.1,0.9,6.1(±0.9)
Total,Romania,2020,43,6506.0,4962.0,5033.0,4895.0,5145.0,4720.0,4951.0,142.1,1.96,124.6,4826.4,5075.6,1555.0,124.6,31.4,3.2,4951.0 (±124.6),1555.0 (±124.6),31.4% (±3.2%),19328838,8.0,0.7,8.0(±0.7)
Total,Romania,2020,44,7007.0,4984.0,5092.0,5061.0,5140.0,4745.0,5004.4,139.3,1.96,122.1,4882.299999999999,5126.5,2002.6,122.1,40.0,3.3,5004.4 (±122.1),2002.6 (±122.1),40.0% (±3.3%),19328838,10.4,0.6,10.4(±0.6)
Total,Romania,2020,45,7752.0,5129.0,4963.0,4987.0,4963.0,4906.0,4989.6,74.6,1.96,65.4,4924.200000000001,5055.0,2762.4,65.4,55.4,2.0,4989.6 (±65.4),2762.4 (±65.4),55.4% (±2.0%),19328838,14.3,0.3,14.3(±0.3)
Total,Romania,2020,46,7989.0,5188.0,5097.0,4999.0,5082.0,4608.0,4994.8,202.5,1.96,177.5,4817.3,5172.3,2994.2,177.5,59.9,5.4,4994.8 (±177.5),2994.2 (±177.5),59.9% (±5.4%),19328838,15.5,0.9,15.5(±0.9)
Total,Romania,2020,47,8367.0,5074.0,5088.0,4991.0,5364.0,4685.0,5040.4,217.7,1.96,190.8,4849.599999999999,5231.2,3326.6,190.8,66.0,6.1,5040.4 (±190.8),3326.6 (±190.8),66.0% (±6.1%),19328838,17.2,1.0,17.2(±1.0)
Total,Romania,2020,48,8512.0,4926.0,5126.0,5014.0,5291.0,4928.0,5057.0,138.0,1.96,121.0,4936.0,5178.0,3455.0,121.0,68.3,3.9,5057.0 (±121.0),3455.0 (±121.0),68.3% (±3.9%),19328838,17.9,0.6,17.9(±0.6)
Total,Romania,2020,49,8599.0,5043.0,5297.0,5027.0,5457.0,5014.0,5167.6,178.5,1.96,156.5,5011.1,5324.1,3431.4,156.5,66.4,4.9,5167.6 (±156.5),3431.4 (±156.5),66.4% (±4.9%),19328838,17.8,0.8,17.8(±0.8)
Total,Romania,2020,50,8167.0,4991.0,5356.0,5249.0,5461.0,5239.0,5259.2,156.5,1.96,137.2,5122.0,5396.4,2907.8,137.2,55.3,4.0,5259.2 (±137.2),2907.8 (±137.2),55.3% (±4.0%),19328838,15.0,0.8,15.0(±0.8)
Total,Romania,2020,51,7421.0,5179.0,5829.0,5176.0,5623.0,5013.0,5364.0,308.6,1.96,270.5,5093.5,5634.5,2057.0,270.5,38.3,6.6,5364.0 (±270.5),2057.0 (±270.5),38.3% (±6.6%),19328838,10.6,1.4,10.6(±1.4)
Total,Romania,2020,52,7422.0,5249.0,6253.0,5237.0,5768.0,5079.0,5517.2,435.1,1.96,381.4,5135.8,5898.599999999999,1904.8,381.4,34.5,8.7,5517.2 (±381.4),1904.8 (±381.4),34.5% (±8.7%),19328838,9.9,1.9,9.9(±1.9)
Total,Romania,2020,53,7002.0,5361.0,6253.0,5237.0,5768.0,5079.0,5361.0,423.5,1.96,371.2,4989.8,5732.2,1641.0,371.2,30.6,8.4,5361.0 (±371.2),1641.0 (±371.2),30.6% (±8.4%),19328838,8.5,1.9,8.5(±1.9)
Total,Slovakia,2020,10,1131.0,1164.0,1009.0,1002.0,1357.0,1200.0,1146.4,132.1,1.96,115.8,1030.6000000000001,1262.2,-15.4,115.8,-1.3,9.1,1146.4 (±115.8),-15.4 (±115.8),-1.3% (±9.1%),5457873,-0.3,2.1,-0.3(±2.1)
Total,Slovakia,2020,11,1122.0,1186.0,1032.0,1016.0,1165.0,1110.0,1101.8,68.4,1.96,60.0,1041.8,1161.8,20.2,60.0,1.8,5.2,1101.8 (±60.0),20.2 (±60.0),1.8% (±5.2%),5457873,0.4,1.1,0.4(±1.1)
Total,Slovakia,2020,12,1187.0,1102.0,1026.0,1092.0,1111.0,1068.0,1079.8,30.5,1.96,26.7,1053.1,1106.5,107.2,26.7,9.9,2.6,1079.8 (±26.7),107.2 (±26.7),9.9% (±2.6%),5457873,2.0,0.5,2.0(±0.5)
Total,Slovakia,2020,13,1054.0,1088.0,999.0,1017.0,1128.0,1025.0,1051.4,48.6,1.96,42.6,1008.8000000000001,1094.0,2.6,42.6,0.2,3.9,1051.4 (±42.6),2.6 (±42.6),0.2% (±3.9%),5457873,0.0,0.8,0.0(±0.8)
Total,Slovakia,2020,14,1081.0,1037.0,1017.0,989.0,1051.0,986.0,1016.0,25.7,1.96,22.5,993.5,1038.5,65.0,22.5,6.4,2.3,1016.0 (±22.5),65.0 (±22.5),6.4% (±2.3%),5457873,1.2,0.4,1.2(±0.4)
Total,Slovakia,2020,15,1003.0,1090.0,971.0,1024.0,1070.0,1073.0,1045.6,43.2,1.96,37.9,1007.6999999999999,1083.5,-42.6,37.9,-4.1,3.3,1045.6 (±37.9),-42.6 (±37.9),-4.1% (±3.3%),5457873,-0.8,0.7,-0.8(±0.7)
Total,Slovakia,2020,16,957.0,1078.0,1010.0,1008.0,944.0,984.0,1004.8,43.6,1.96,38.2,966.5999999999999,1043.0,-47.8,38.2,-4.8,3.4,1004.8 (±38.2),-47.8 (±38.2),-4.8% (±3.4%),5457873,-0.9,0.7,-0.9(±0.7)
Total,Slovakia,2020,17,977.0,1062.0,988.0,1023.0,906.0,1065.0,1008.8,58.6,1.96,51.4,957.4,1060.2,-31.8,51.4,-3.2,4.6,1008.8 (±51.4),-31.8 (±51.4),-3.2% (±4.6%),5457873,-0.6,1.0,-0.6(±1.0)
Total,Slovakia,2020,18,970.0,980.0,1019.0,955.0,963.0,979.0,979.2,22.1,1.96,19.4,959.8000000000001,998.6,-9.2,19.4,-0.9,2.0,979.2 (±19.4),-9.2 (±19.4),-0.9% (±2.0%),5457873,-0.2,0.4,-0.2(±0.4)
Total,Slovakia,2020,19,1005.0,958.0,988.0,919.0,952.0,955.0,954.4,21.9,1.96,19.2,935.1999999999999,973.6,50.6,19.2,5.3,2.1,954.4 (±19.2),50.6 (±19.2),5.3% (±2.1%),5457873,0.9,0.4,0.9(±0.4)
Total,Slovakia,2020,20,979.0,915.0,934.0,925.0,1004.0,943.0,944.2,31.3,1.96,27.4,916.8000000000001,971.6,34.8,27.4,3.7,2.9,944.2 (±27.4),34.8 (±27.4),3.7% (±2.9%),5457873,0.6,0.5,0.6(±0.5)
Total,Slovakia,2020,21,953.0,975.0,1004.0,916.0,986.0,922.0,960.6,35.3,1.96,30.9,929.7,991.5,-7.6,30.9,-0.8,3.1,960.6 (±30.9),-7.6 (±30.9),-0.8% (±3.1%),5457873,-0.1,0.5,-0.1(±0.5)
Total,Slovakia,2020,22,913.0,926.0,984.0,949.0,985.0,924.0,953.6,26.7,1.96,23.4,930.2,977.0,-40.6,23.4,-4.3,2.3,953.6 (±23.4),-40.6 (±23.4),-4.3% (±2.3%),5457873,-0.7,0.4,-0.7(±0.4)
Total,Slovakia,2020,23,963.0,1017.0,885.0,858.0,922.0,929.0,922.2,53.9,1.96,47.2,875.0,969.4000000000001,40.8,47.2,4.4,5.1,922.2 (±47.2),40.8 (±47.2),4.4% (±5.1%),5457873,0.7,0.9,0.7(±0.9)
Total,Slovakia,2020,24,981.0,1004.0,898.0,918.0,955.0,1086.0,972.2,67.4,1.96,59.1,913.1,1031.3,8.8,59.1,0.9,5.8,972.2 (±59.1),8.8 (±59.1),0.9% (±5.8%),5457873,0.2,1.0,0.2(±1.0)
Total,Slovakia,2020,25,899.0,910.0,1056.0,923.0,891.0,996.0,955.2,61.7,1.96,54.1,901.1,1009.3000000000001,-56.2,54.1,-5.9,5.0,955.2 (±54.1),-56.2 (±54.1),-5.9% (±5.0%),5457873,-1.0,1.0,-1.0(±1.0)
Total,Slovakia,2020,26,937.0,911.0,899.0,977.0,922.0,924.0,926.6,26.7,1.96,23.4,903.2,950.0,10.4,23.4,1.1,2.5,926.6 (±23.4),10.4 (±23.4),1.1% (±2.5%),5457873,0.2,0.4,0.2(±0.4)
Total,Slovakia,2020,27,982.0,1007.0,909.0,915.0,946.0,910.0,937.4,37.4,1.96,32.8,904.6,970.1999999999999,44.6,32.8,4.8,3.6,937.4 (±32.8),44.6 (±32.8),4.8% (±3.6%),5457873,0.8,0.6,0.8(±0.6)
Total,Slovakia,2020,28,973.0,1006.0,958.0,900.0,970.0,876.0,942.0,47.4,1.96,41.5,900.5,983.5,31.0,41.5,3.3,4.4,942.0 (±41.5),31.0 (±41.5),3.3% (±4.4%),5457873,0.6,0.7,0.6(±0.7)
Total,Slovakia,2020,29,948.0,920.0,937.0,969.0,969.0,947.0,948.4,18.9,1.96,16.6,931.8,965.0,-0.4,16.6,-0.0,1.8,948.4 (±16.6),-0.4 (±16.6),-0.0% (±1.8%),5457873,-0.0,0.3,-0.0(±0.3)
Total,Slovakia,2020,30,957.0,1131.0,933.0,948.0,1080.0,1025.0,1023.4,75.7,1.96,66.4,957.0,1089.8,-66.4,66.4,-6.5,5.7,1023.4 (±66.4),-66.4 (±66.4),-6.5% (±5.7%),5457873,-1.2,1.2,-1.2(±1.2)
Total,Slovakia,2020,31,985.0,861.0,904.0,1064.0,1110.0,941.0,976.0,95.2,1.96,83.4,892.6,1059.4,9.0,83.4,0.9,7.9,976.0 (±83.4),9.0 (±83.4),0.9% (±7.9%),5457873,0.2,1.5,0.2(±1.5)
Total,Slovakia,2020,32,1065.0,1025.0,874.0,990.0,991.0,941.0,964.2,52.4,1.96,45.9,918.3000000000001,1010.1,100.8,45.9,10.5,5.1,964.2 (±45.9),100.8 (±45.9),10.5% (±5.1%),5457873,1.8,0.9,1.8(±0.9)
Total,Slovakia,2020,33,963.0,1120.0,937.0,958.0,931.0,858.0,960.8,86.5,1.96,75.8,885.0,1036.6,2.2,75.8,0.2,7.3,960.8 (±75.8),2.2 (±75.8),0.2% (±7.3%),5457873,0.0,1.4,0.0(±1.4)
Total,Slovakia,2020,34,960.0,923.0,909.0,918.0,961.0,963.0,934.8,22.7,1.96,19.9,914.9,954.6999999999999,25.2,19.9,2.7,2.1,934.8 (±19.9),25.2 (±19.9),2.7% (±2.1%),5457873,0.5,0.3,0.5(±0.3)
Total,Slovakia,2020,35,1023.0,934.0,934.0,931.0,940.0,1032.0,954.2,39.0,1.96,34.2,920.0,988.4000000000001,68.8,34.2,7.2,3.7,954.2 (±34.2),68.8 (±34.2),7.2% (±3.7%),5457873,1.3,0.6,1.3(±0.6)
Total,Slovakia,2020,36,969.0,928.0,954.0,953.0,999.0,894.0,945.6,34.5,1.96,30.2,915.4,975.8000000000001,23.4,30.2,2.5,3.2,945.6 (±30.2),23.4 (±30.2),2.5% (±3.2%),5457873,0.4,0.6,0.4(±0.6)
Total,Slovakia,2020,37,1034.0,909.0,1000.0,951.0,952.0,936.0,949.6,29.6,1.96,25.9,923.7,975.5,84.4,25.9,8.9,2.9,949.6 (±25.9),84.4 (±25.9),8.9% (±2.9%),5457873,1.5,0.5,1.5(±0.5)
Total,Slovakia,2020,38,963.0,1004.0,948.0,977.0,1019.0,943.0,978.2,29.9,1.96,26.2,952.0,1004.4000000000001,-15.2,26.2,-1.6,2.5,978.2 (±26.2),-15.2 (±26.2),-1.6% (±2.5%),5457873,-0.3,0.5,-0.3(±0.5)
Total,Slovakia,2020,39,1042.0,947.0,1003.0,1023.0,1007.0,976.0,991.2,26.8,1.96,23.5,967.7,1014.7,50.8,23.5,5.1,2.4,991.2 (±23.5),50.8 (±23.5),5.1% (±2.4%),5457873,0.9,0.5,0.9(±0.5)
Total,Slovakia,2020,40,1135.0,904.0,1029.0,1039.0,995.0,980.0,989.4,47.8,1.96,41.9,947.5,1031.3,145.6,41.9,14.7,4.6,989.4 (±41.9),145.6 (±41.9),14.7% (±4.6%),5457873,2.7,0.7,2.7(±0.7)
Total,Slovakia,2020,41,1071.0,924.0,992.0,1036.0,1022.0,943.0,983.4,43.6,1.96,38.2,945.1999999999999,1021.6,87.6,38.2,8.9,4.1,983.4 (±38.2),87.6 (±38.2),8.9% (±4.1%),5457873,1.6,0.7,1.6(±0.7)
Total,Slovakia,2020,42,1204.0,975.0,1071.0,1004.0,982.0,1020.0,1010.4,34.2,1.96,30.0,980.4,1040.4,193.6,30.0,19.2,3.5,1010.4 (±30.0),193.6 (±30.0),19.2% (±3.5%),5457873,3.5,0.6,3.5(±0.6)
Total,Slovakia,2020,43,1276.0,937.0,1064.0,919.0,1043.0,941.0,980.8,60.2,1.96,52.8,928.0,1033.6,295.2,52.8,30.1,6.6,980.8 (±52.8),295.2 (±52.8),30.1% (±6.6%),5457873,5.4,1.0,5.4(±1.0)
Total,Slovakia,2020,44,1362.0,1031.0,1028.0,984.0,955.0,1001.0,999.8,28.4,1.96,24.9,974.9,1024.7,362.2,24.9,36.2,3.3,999.8 (±24.9),362.2 (±24.9),36.2% (±3.3%),5457873,6.6,0.5,6.6(±0.5)
Total,Slovakia,2020,45,1437.0,1008.0,1017.0,990.0,1030.0,989.0,1006.8,15.8,1.96,13.8,993.0,1020.5999999999999,430.2,13.8,42.7,1.9,1006.8 (±13.8),430.2 (±13.8),42.7% (±1.9%),5457873,7.9,0.2,7.9(±0.2)
Total,Slovakia,2020,46,1411.0,970.0,1063.0,998.0,994.0,1003.0,1005.6,30.9,1.96,27.1,978.5,1032.7,405.4,27.1,40.3,3.7,1005.6 (±27.1),405.4 (±27.1),40.3% (±3.7%),5457873,7.4,0.5,7.4(±0.5)
Total,Slovakia,2020,47,1371.0,956.0,1082.0,997.0,1021.0,986.0,1008.4,42.3,1.96,37.1,971.3,1045.5,362.6,37.1,36.0,4.9,1008.4 (±37.1),362.6 (±37.1),36.0% (±4.9%),5457873,6.6,0.7,6.6(±0.7)
Total,Slovakia,2020,48,1425.0,929.0,1067.0,1015.0,1036.0,994.0,1008.2,46.4,1.96,40.7,967.5,1048.9,416.8,40.7,41.3,5.4,1008.2 (±40.7),416.8 (±40.7),41.3% (±5.4%),5457873,7.6,0.8,7.6(±0.8)
Total,Slovakia,2020,49,1458.0,948.0,984.0,971.0,1009.0,969.0,976.2,20.1,1.96,17.6,958.6,993.8000000000001,481.8,17.6,49.4,2.7,976.2 (±17.6),481.8 (±17.6),49.4% (±2.7%),5457873,8.8,0.4,8.8(±0.4)
Total,Slovakia,2020,50,1553.0,952.0,1067.0,1003.0,1034.0,1002.0,1011.6,38.2,1.96,33.5,978.1,1045.1,541.4,33.5,53.5,4.9,1011.6 (±33.5),541.4 (±33.5),53.5% (±4.9%),5457873,9.9,0.6,9.9(±0.6)
Total,Slovakia,2020,51,1616.0,1002.0,1200.0,1051.0,1129.0,1053.0,1087.0,69.6,1.96,61.0,1026.0,1148.0,529.0,61.0,48.7,7.9,1087.0 (±61.0),529.0 (±61.0),48.7% (±7.9%),5457873,9.7,1.1,9.7(±1.1)
Total,Slovakia,2020,52,1793.0,1021.0,1311.0,1082.0,1014.0,1036.0,1092.8,111.6,1.96,97.8,995.0,1190.6,700.2,97.8,64.1,13.5,1092.8 (±97.8),700.2 (±97.8),64.1% (±13.5%),5457873,12.8,1.8,12.8(±1.8)
Total,Slovakia,2020,53,2059.0,1034.0,1311.0,1082.0,1014.0,1036.0,1034.0,110.1,1.96,96.5,937.5,1130.5,1025.0,96.5,99.1,17.0,1034.0 (±96.5),1025.0 (±96.5),99.1% (±17.0%),5457873,18.8,1.7,18.8(±1.7)
Total,Slovenia,2020,10,422.0,384.0,416.0,369.0,465.0,411.0,409.0,32.9,1.96,28.8,380.2,437.8,13.0,28.8,3.2,6.8,409.0 (±28.8),13.0 (±28.8),3.2% (±6.8%),2095861,0.6,1.4,0.6(±1.4)
Total,Slovenia,2020,11,434.0,453.0,411.0,397.0,479.0,457.0,439.4,30.6,1.96,26.8,412.59999999999997,466.2,-5.4,26.8,-1.2,5.7,439.4 (±26.8),-5.4 (±26.8),-1.2% (±5.7%),2095861,-0.3,1.3,-0.3(±1.3)
Total,Slovenia,2020,12,442.0,417.0,388.0,418.0,443.0,426.0,418.4,17.8,1.96,15.6,402.79999999999995,434.0,23.6,15.6,5.6,3.8,418.4 (±15.6),23.6 (±15.6),5.6% (±3.8%),2095861,1.1,0.8,1.1(±0.8)
Total,Slovenia,2020,13,388.0,460.0,441.0,413.0,431.0,381.0,425.2,26.8,1.96,23.5,401.7,448.7,-37.2,23.5,-8.7,4.8,425.2 (±23.5),-37.2 (±23.5),-8.7% (±4.8%),2095861,-1.8,1.1,-1.8(±1.1)
Total,Slovenia,2020,14,381.0,444.0,373.0,357.0,421.0,412.0,401.4,31.9,1.96,28.0,373.4,429.4,-20.4,28.0,-5.1,6.2,401.4 (±28.0),-20.4 (±28.0),-5.1% (±6.2%),2095861,-1.0,1.4,-1.0(±1.4)
Total,Slovenia,2020,15,423.0,423.0,339.0,348.0,390.0,344.0,368.8,32.6,1.96,28.6,340.2,397.40000000000003,54.2,28.6,14.7,8.3,368.8 (±28.6),54.2 (±28.6),14.7% (±8.3%),2095861,2.6,1.4,2.6(±1.4)
Total,Slovenia,2020,16,433.0,420.0,399.0,385.0,390.0,402.0,399.2,12.1,1.96,10.6,388.59999999999997,409.8,33.8,10.6,8.5,2.8,399.2 (±10.6),33.8 (±10.6),8.5% (±2.8%),2095861,1.6,0.5,1.6(±0.5)
Total,Slovenia,2020,17,391.0,388.0,351.0,371.0,400.0,388.0,379.6,17.0,1.96,14.9,364.70000000000005,394.5,11.4,14.9,3.0,3.9,379.6 (±14.9),11.4 (±14.9),3.0% (±3.9%),2095861,0.5,0.8,0.5(±0.8)
Total,Slovenia,2020,18,355.0,387.0,367.0,355.0,345.0,367.0,364.2,14.1,1.96,12.4,351.8,376.59999999999997,-9.2,12.4,-2.5,3.2,364.2 (±12.4),-9.2 (±12.4),-2.5% (±3.2%),2095861,-0.4,0.6,-0.4(±0.6)
Total,Slovenia,2020,19,380.0,362.0,358.0,358.0,367.0,358.0,360.6,3.6,1.96,3.2,357.40000000000003,363.8,19.4,3.2,5.4,0.9,360.6 (±3.2),19.4 (±3.2),5.4% (±0.9%),2095861,0.9,0.2,0.9(±0.2)
Total,Slovenia,2020,20,354.0,327.0,346.0,360.0,348.0,393.0,354.8,21.8,1.96,19.1,335.7,373.90000000000003,-0.8,19.1,-0.2,5.1,354.8 (±19.1),-0.8 (±19.1),-0.2% (±5.1%),2095861,-0.0,0.9,-0.0(±0.9)
Total,Slovenia,2020,21,404.0,318.0,355.0,347.0,353.0,395.0,353.6,24.6,1.96,21.6,332.0,375.20000000000005,50.4,21.6,14.3,6.6,353.6 (±21.6),50.4 (±21.6),14.3% (±6.6%),2095861,2.4,1.0,2.4(±1.0)
Total,Slovenia,2020,22,328.0,333.0,334.0,371.0,366.0,344.0,349.6,16.0,1.96,14.0,335.6,363.6,-21.6,14.0,-6.2,3.6,349.6 (±14.0),-21.6 (±14.0),-6.2% (±3.6%),2095861,-1.0,0.6,-1.0(±0.6)
Total,Slovenia,2020,23,343.0,364.0,347.0,348.0,360.0,313.0,346.4,18.0,1.96,15.8,330.59999999999997,362.2,-3.4,15.8,-1.0,4.3,346.4 (±15.8),-3.4 (±15.8),-1.0% (±4.3%),2095861,-0.2,0.8,-0.2(±0.8)
Total,Slovenia,2020,24,376.0,325.0,348.0,342.0,338.0,345.0,339.6,8.0,1.96,7.0,332.6,346.6,36.4,7.0,10.7,2.2,339.6 (±7.0),36.4 (±7.0),10.7% (±2.2%),2095861,1.7,0.4,1.7(±0.4)
Total,Slovenia,2020,25,373.0,323.0,335.0,348.0,354.0,367.0,345.4,15.2,1.96,13.3,332.09999999999997,358.7,27.6,13.3,8.0,4.0,345.4 (±13.3),27.6 (±13.3),8.0% (±4.0%),2095861,1.3,0.7,1.3(±0.7)
Total,Slovenia,2020,26,407.0,310.0,334.0,334.0,317.0,331.0,325.2,9.9,1.96,8.7,316.5,333.9,81.8,8.7,25.2,3.3,325.2 (±8.7),81.8 (±8.7),25.2% (±3.3%),2095861,3.9,0.4,3.9(±0.4)
Total,Slovenia,2020,27,371.0,384.0,347.0,369.0,322.0,349.0,354.2,21.1,1.96,18.5,335.7,372.7,16.8,18.5,4.7,5.2,354.2 (±18.5),16.8 (±18.5),4.7% (±5.2%),2095861,0.8,0.9,0.8(±0.9)
Total,Slovenia,2020,28,328.0,377.0,370.0,328.0,318.0,327.0,344.0,24.4,1.96,21.4,322.6,365.4,-16.0,21.4,-4.7,5.5,344.0 (±21.4),-16.0 (±21.4),-4.7% (±5.5%),2095861,-0.8,1.1,-0.8(±1.1)
Total,Slovenia,2020,29,352.0,381.0,312.0,354.0,374.0,351.0,354.4,24.1,1.96,21.1,333.29999999999995,375.5,-2.4,21.1,-0.7,5.6,354.4 (±21.1),-2.4 (±21.1),-0.7% (±5.6%),2095861,-0.1,1.0,-0.1(±1.0)
Total,Slovenia,2020,30,368.0,393.0,342.0,328.0,364.0,407.0,366.8,29.8,1.96,26.1,340.7,392.90000000000003,1.2,26.1,0.3,6.6,366.8 (±26.1),1.2 (±26.1),0.3% (±6.6%),2095861,0.1,1.2,0.1(±1.2)
Total,Slovenia,2020,31,393.0,332.0,319.0,347.0,399.0,364.0,352.2,27.8,1.96,24.4,327.8,376.59999999999997,40.8,24.4,11.6,7.2,352.2 (±24.4),40.8 (±24.4),11.6% (±7.2%),2095861,1.9,1.2,1.9(±1.2)
Total,Slovenia,2020,32,369.0,333.0,326.0,319.0,390.0,380.0,349.6,29.4,1.96,25.8,323.8,375.40000000000003,19.4,25.8,5.5,7.2,349.6 (±25.8),19.4 (±25.8),5.5% (±7.2%),2095861,0.9,1.3,0.9(±1.3)
Total,Slovenia,2020,33,392.0,373.0,355.0,354.0,337.0,345.0,352.8,12.0,1.96,10.5,342.3,363.3,39.2,10.5,11.1,3.2,352.8 (±10.5),39.2 (±10.5),11.1% (±3.2%),2095861,1.9,0.5,1.9(±0.5)
Total,Slovenia,2020,34,352.0,337.0,343.0,350.0,381.0,385.0,359.2,19.9,1.96,17.4,341.8,376.59999999999997,-7.2,17.4,-2.0,4.5,359.2 (±17.4),-7.2 (±17.4),-2.0% (±4.5%),2095861,-0.3,0.8,-0.3(±0.8)
