Age,Sex,Location,Year,Mortality,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc,P_Score,P_score_fluctuation,Mean Mortality ±,Excess Mortality ±,P_score ±
(40-44),Male,Kardzhali,2020,13,205.0,216.0,201.0,219.0,203.0,214.39999999999998,7.3,1.96,6.4,207.99999999999997,220.79999999999998,-201.4,6.4,-93.9,0.2,214.4 (±6.4),-201.4 (±6.4),-93.9% (±0.2%)
(45-49),Male,Kardzhali,2020,21,205.0,216.0,201.0,219.0,203.0,214.39999999999998,7.3,1.96,6.4,207.99999999999997,220.79999999999998,-193.4,6.4,-90.2,0.3,214.4 (±6.4),-193.4 (±6.4),-90.2% (±0.3%)
(50-54),Male,Kardzhali,2020,37,205.0,216.0,201.0,219.0,203.0,214.39999999999998,7.3,1.96,6.4,207.99999999999997,220.79999999999998,-177.4,6.4,-82.7,0.5,214.4 (±6.4),-177.4 (±6.4),-82.7% (±0.5%)
(55-59),Male,Kardzhali,2020,56,205.0,216.0,201.0,219.0,203.0,214.39999999999998,7.3,1.96,6.4,207.99999999999997,220.79999999999998,-158.4,6.4,-73.9,0.7,214.4 (±6.4),-158.4 (±6.4),-73.9% (±0.7%)
(60-64),Male,Kardzhali,2020,100,205.0,216.0,201.0,219.0,203.0,214.39999999999998,7.3,1.96,6.4,207.99999999999997,220.79999999999998,-114.4,6.4,-53.4,1.3,214.4 (±6.4),-114.4 (±6.4),-53.4% (±1.3%)
(40-44),Male,Kyustendil,2020,15,268.0,268.0,258.0,260.0,267.0,269.80000000000007,4.3,1.96,3.8,266.00000000000006,273.6000000000001,-254.8,3.8,-94.4,0.1,269.8 (±3.8),-254.8 (±3.8),-94.4% (±0.1%)
(45-49),Male,Kyustendil,2020,30,268.0,268.0,258.0,260.0,267.0,269.80000000000007,4.3,1.96,3.8,266.00000000000006,273.6000000000001,-239.8,3.8,-88.9,0.1,269.8 (±3.8),-239.8 (±3.8),-88.9% (±0.1%)
(50-54),Male,Kyustendil,2020,56,268.0,268.0,258.0,260.0,267.0,269.80000000000007,4.3,1.96,3.8,266.00000000000006,273.6000000000001,-213.8,3.8,-79.2,0.3,269.8 (±3.8),-213.8 (±3.8),-79.2% (±0.3%)
(55-59),Male,Kyustendil,2020,96,268.0,268.0,258.0,260.0,267.0,269.80000000000007,4.3,1.96,3.8,266.00000000000006,273.6000000000001,-173.8,3.8,-64.4,0.5,269.8 (±3.8),-173.8 (±3.8),-64.4% (±0.5%)
(60-64),Male,Kyustendil,2020,114,268.0,268.0,258.0,260.0,267.0,269.80000000000007,4.3,1.96,3.8,266.00000000000006,273.6000000000001,-155.8,3.8,-57.7,0.6,269.8 (±3.8),-155.8 (±3.8),-57.7% (±0.6%)
(40-44),Male,Lovech,2020,25,255.0,273.0,229.0,229.0,227.0,248.99999999999997,18.4,1.96,16.1,232.89999999999998,265.09999999999997,-224.0,16.1,-90.0,0.6,249.0 (±16.1),-224.0 (±16.1),-90.0% (±0.6%)
(45-49),Male,Lovech,2020,28,255.0,273.0,229.0,229.0,227.0,248.99999999999997,18.4,1.96,16.1,232.89999999999998,265.09999999999997,-221.0,16.1,-88.8,0.6,249.0 (±16.1),-221.0 (±16.1),-88.8% (±0.6%)
(50-54),Male,Lovech,2020,55,255.0,273.0,229.0,229.0,227.0,248.99999999999997,18.4,1.96,16.1,232.89999999999998,265.09999999999997,-194.0,16.1,-77.9,1.4,249.0 (±16.1),-194.0 (±16.1),-77.9% (±1.4%)
(55-59),Male,Lovech,2020,61,255.0,273.0,229.0,229.0,227.0,248.99999999999997,18.4,1.96,16.1,232.89999999999998,265.09999999999997,-188.0,16.1,-75.5,1.5,249.0 (±16.1),-188.0 (±16.1),-75.5% (±1.5%)
(60-64),Male,Lovech,2020,95,255.0,273.0,229.0,229.0,227.0,248.99999999999997,18.4,1.96,16.1,232.89999999999998,265.09999999999997,-154.0,16.1,-61.8,2.4,249.0 (±16.1),-154.0 (±16.1),-61.8% (±2.4%)
(40-44),Male,Montana,2020,19,252.0,308.0,249.0,250.0,260.0,267.79999999999995,22.4,1.96,19.6,248.19999999999996,287.4,-248.8,19.6,-92.9,0.5,267.8 (±19.6),-248.8 (±19.6),-92.9% (±0.5%)
(45-49),Male,Montana,2020,44,252.0,308.0,249.0,250.0,260.0,267.79999999999995,22.4,1.96,19.6,248.19999999999996,287.4,-223.8,19.6,-83.6,1.1,267.8 (±19.6),-223.8 (±19.6),-83.6% (±1.1%)
(50-54),Male,Montana,2020,55,252.0,308.0,249.0,250.0,260.0,267.79999999999995,22.4,1.96,19.6,248.19999999999996,287.4,-212.8,19.6,-79.5,1.4,267.8 (±19.6),-212.8 (±19.6),-79.5% (±1.4%)
(55-59),Male,Montana,2020,85,252.0,308.0,249.0,250.0,260.0,267.79999999999995,22.4,1.96,19.6,248.19999999999996,287.4,-182.8,19.6,-68.3,2.1,267.8 (±19.6),-182.8 (±19.6),-68.3% (±2.1%)
(60-64),Male,Montana,2020,122,252.0,308.0,249.0,250.0,260.0,267.79999999999995,22.4,1.96,19.6,248.19999999999996,287.4,-145.8,19.6,-54.4,3.2,267.8 (±19.6),-145.8 (±19.6),-54.4% (±3.2%)
(40-44),Male,Pazardzhik,2020,43,480.0,418.0,444.0,416.0,422.0,447.19999999999993,24.2,1.96,21.2,425.99999999999994,468.3999999999999,-404.2,21.2,-90.4,0.4,447.2 (±21.2),-404.2 (±21.2),-90.4% (±0.4%)
(45-49),Male,Pazardzhik,2020,50,480.0,418.0,444.0,416.0,422.0,447.19999999999993,24.2,1.96,21.2,425.99999999999994,468.3999999999999,-397.2,21.2,-88.8,0.5,447.2 (±21.2),-397.2 (±21.2),-88.8% (±0.5%)
(50-54),Male,Pazardzhik,2020,118,480.0,418.0,444.0,416.0,422.0,447.19999999999993,24.2,1.96,21.2,425.99999999999994,468.3999999999999,-329.2,21.2,-73.6,1.2,447.2 (±21.2),-329.2 (±21.2),-73.6% (±1.2%)
(55-59),Male,Pazardzhik,2020,167,480.0,418.0,444.0,416.0,422.0,447.19999999999993,24.2,1.96,21.2,425.99999999999994,468.3999999999999,-280.2,21.2,-62.7,1.6,447.2 (±21.2),-280.2 (±21.2),-62.7% (±1.6%)
(60-64),Male,Pazardzhik,2020,217,480.0,418.0,444.0,416.0,422.0,447.19999999999993,24.2,1.96,21.2,425.99999999999994,468.3999999999999,-230.2,21.2,-51.5,2.2,447.2 (±21.2),-230.2 (±21.2),-51.5% (±2.2%)
(40-44),Male,Pernik,2020,27,265.0,260.0,256.0,279.0,241.0,265.0,12.4,1.96,10.9,254.1,275.9,-238.0,10.9,-89.8,0.4,265.0 (±10.9),-238.0 (±10.9),-89.8% (±0.4%)
(45-49),Male,Pernik,2020,27,265.0,260.0,256.0,279.0,241.0,265.0,12.4,1.96,10.9,254.1,275.9,-238.0,10.9,-89.8,0.4,265.0 (±10.9),-238.0 (±10.9),-89.8% (±0.4%)
(50-54),Male,Pernik,2020,47,265.0,260.0,256.0,279.0,241.0,265.0,12.4,1.96,10.9,254.1,275.9,-218.0,10.9,-82.3,0.7,265.0 (±10.9),-218.0 (±10.9),-82.3% (±0.7%)
(55-59),Male,Pernik,2020,76,265.0,260.0,256.0,279.0,241.0,265.0,12.4,1.96,10.9,254.1,275.9,-189.0,10.9,-71.3,1.2,265.0 (±10.9),-189.0 (±10.9),-71.3% (±1.2%)
(60-64),Male,Pernik,2020,128,265.0,260.0,256.0,279.0,241.0,265.0,12.4,1.96,10.9,254.1,275.9,-137.0,10.9,-51.7,1.9,265.0 (±10.9),-137.0 (±10.9),-51.7% (±1.9%)
(40-44),Male,Pleven,2020,25,432.0,424.0,379.0,428.0,409.0,416.80000000000007,19.3,1.96,16.9,399.9000000000001,433.70000000000005,-391.8,16.9,-94.0,0.2,416.8 (±16.9),-391.8 (±16.9),-94.0% (±0.2%)
(45-49),Male,Pleven,2020,53,432.0,424.0,379.0,428.0,409.0,416.80000000000007,19.3,1.96,16.9,399.9000000000001,433.70000000000005,-363.8,16.9,-87.3,0.5,416.8 (±16.9),-363.8 (±16.9),-87.3% (±0.5%)
(50-54),Male,Pleven,2020,72,432.0,424.0,379.0,428.0,409.0,416.80000000000007,19.3,1.96,16.9,399.9000000000001,433.70000000000005,-344.8,16.9,-82.7,0.7,416.8 (±16.9),-344.8 (±16.9),-82.7% (±0.7%)
(55-59),Male,Pleven,2020,126,432.0,424.0,379.0,428.0,409.0,416.80000000000007,19.3,1.96,16.9,399.9000000000001,433.70000000000005,-290.8,16.9,-69.8,1.1,416.8 (±16.9),-290.8 (±16.9),-69.8% (±1.1%)
(60-64),Male,Pleven,2020,210,432.0,424.0,379.0,428.0,409.0,416.80000000000007,19.3,1.96,16.9,399.9000000000001,433.70000000000005,-206.8,16.9,-49.6,2.0,416.8 (±16.9),-206.8 (±16.9),-49.6% (±2.0%)
(40-44),Male,Plovdiv,2020,84,1056.0,1069.0,937.0,1052.0,952.0,1034.0,56.6,1.96,49.6,984.4,1083.6,-950.0,49.6,-91.9,0.3,1034.0 (±49.6),-950.0 (±49.6),-91.9% (±0.3%)
(45-49),Male,Plovdiv,2020,141,1056.0,1069.0,937.0,1052.0,952.0,1034.0,56.6,1.96,49.6,984.4,1083.6,-893.0,49.6,-86.4,0.6,1034.0 (±49.6),-893.0 (±49.6),-86.4% (±0.6%)
(50-54),Male,Plovdiv,2020,195,1056.0,1069.0,937.0,1052.0,952.0,1034.0,56.6,1.96,49.6,984.4,1083.6,-839.0,49.6,-81.1,0.9,1034.0 (±49.6),-839.0 (±49.6),-81.1% (±0.9%)
(55-59),Male,Plovdiv,2020,301,1056.0,1069.0,937.0,1052.0,952.0,1034.0,56.6,1.96,49.6,984.4,1083.6,-733.0,49.6,-70.9,1.3,1034.0 (±49.6),-733.0 (±49.6),-70.9% (±1.3%)
(60-64),Male,Plovdiv,2020,497,1056.0,1069.0,937.0,1052.0,952.0,1034.0,56.6,1.96,49.6,984.4,1083.6,-537.0,49.6,-51.9,2.2,1034.0 (±49.6),-537.0 (±49.6),-51.9% (±2.2%)
(40-44),Male,Razgrad,2020,16,224.0,225.0,259.0,210.0,196.0,225.19999999999996,21.0,1.96,18.4,206.79999999999995,243.59999999999997,-209.2,18.4,-92.9,0.5,225.2 (±18.4),-209.2 (±18.4),-92.9% (±0.5%)
(45-49),Male,Razgrad,2020,27,224.0,225.0,259.0,210.0,196.0,225.19999999999996,21.0,1.96,18.4,206.79999999999995,243.59999999999997,-198.2,18.4,-88.0,0.9,225.2 (±18.4),-198.2 (±18.4),-88.0% (±0.9%)
(50-54),Male,Razgrad,2020,54,224.0,225.0,259.0,210.0,196.0,225.19999999999996,21.0,1.96,18.4,206.79999999999995,243.59999999999997,-171.2,18.4,-76.0,1.8,225.2 (±18.4),-171.2 (±18.4),-76.0% (±1.8%)
(55-59),Male,Razgrad,2020,76,224.0,225.0,259.0,210.0,196.0,225.19999999999996,21.0,1.96,18.4,206.79999999999995,243.59999999999997,-149.2,18.4,-66.3,2.5,225.2 (±18.4),-149.2 (±18.4),-66.3% (±2.5%)
(60-64),Male,Razgrad,2020,103,224.0,225.0,259.0,210.0,196.0,225.19999999999996,21.0,1.96,18.4,206.79999999999995,243.59999999999997,-122.2,18.4,-54.3,3.4,225.2 (±18.4),-122.2 (±18.4),-54.3% (±3.4%)
(40-44),Male,Ruse,2020,30,372.0,387.0,367.0,368.0,358.0,383.2,9.5,1.96,8.3,374.9,391.5,-353.2,8.3,-92.2,0.1,383.2 (±8.3),-353.2 (±8.3),-92.2% (±0.1%)
(45-49),Male,Ruse,2020,68,372.0,387.0,367.0,368.0,358.0,383.2,9.5,1.96,8.3,374.9,391.5,-315.2,8.3,-82.3,0.3,383.2 (±8.3),-315.2 (±8.3),-82.3% (±0.3%)
(50-54),Male,Ruse,2020,77,372.0,387.0,367.0,368.0,358.0,383.2,9.5,1.96,8.3,374.9,391.5,-306.2,8.3,-79.9,0.4,383.2 (±8.3),-306.2 (±8.3),-79.9% (±0.4%)
(55-59),Male,Ruse,2020,121,372.0,387.0,367.0,368.0,358.0,383.2,9.5,1.96,8.3,374.9,391.5,-262.2,8.3,-68.4,0.7,383.2 (±8.3),-262.2 (±8.3),-68.4% (±0.7%)
(60-64),Male,Ruse,2020,165,372.0,387.0,367.0,368.0,358.0,383.2,9.5,1.96,8.3,374.9,391.5,-218.2,8.3,-56.9,1.0,383.2 (±8.3),-218.2 (±8.3),-56.9% (±1.0%)
(40-44),Male,Severen tsentralen,2020,92,1471.0,1419.0,1441.0,1358.0,1318.0,1442.1999999999998,55.8,1.96,48.9,1393.2999999999997,1491.1,-1350.2,48.9,-93.6,0.2,1442.2 (±48.9),-1350.2 (±48.9),-93.6% (±0.2%)
(45-49),Male,Severen tsentralen,2020,175,1471.0,1419.0,1441.0,1358.0,1318.0,1442.1999999999998,55.8,1.96,48.9,1393.2999999999997,1491.1,-1267.2,48.9,-87.9,0.4,1442.2 (±48.9),-1267.2 (±48.9),-87.9% (±0.4%)
(50-54),Male,Severen tsentralen,2020,286,1471.0,1419.0,1441.0,1358.0,1318.0,1442.1999999999998,55.8,1.96,48.9,1393.2999999999997,1491.1,-1156.2,48.9,-80.2,0.6,1442.2 (±48.9),-1156.2 (±48.9),-80.2% (±0.6%)
(55-59),Male,Severen tsentralen,2020,485,1471.0,1419.0,1441.0,1358.0,1318.0,1442.1999999999998,55.8,1.96,48.9,1393.2999999999997,1491.1,-957.2,48.9,-66.4,1.1,1442.2 (±48.9),-957.2 (±48.9),-66.4% (±1.1%)
(60-64),Male,Severen tsentralen,2020,680,1471.0,1419.0,1441.0,1358.0,1318.0,1442.1999999999998,55.8,1.96,48.9,1393.2999999999997,1491.1,-762.2,48.9,-52.8,1.6,1442.2 (±48.9),-762.2 (±48.9),-52.8% (±1.6%)
(40-44),Male,Severna i yugoiztochna Bulgaria,2020,430,6273.0,6284.0,5874.0,5937.0,5806.0,6160.4,203.3,1.96,178.2,5982.2,6338.599999999999,-5730.4,178.2,-93.0,0.2,6160.4 (±178.2),-5730.4 (±178.2),-93.0% (±0.2%)
(45-49),Male,Severna i yugoiztochna Bulgaria,2020,808,6273.0,6284.0,5874.0,5937.0,5806.0,6160.4,203.3,1.96,178.2,5982.2,6338.599999999999,-5352.4,178.2,-86.9,0.4,6160.4 (±178.2),-5352.4 (±178.2),-86.9% (±0.4%)
(50-54),Male,Severna i yugoiztochna Bulgaria,2020,1213,6273.0,6284.0,5874.0,5937.0,5806.0,6160.4,203.3,1.96,178.2,5982.2,6338.599999999999,-4947.4,178.2,-80.3,0.6,6160.4 (±178.2),-4947.4 (±178.2),-80.3% (±0.6%)
(55-59),Male,Severna i yugoiztochna Bulgaria,2020,1946,6273.0,6284.0,5874.0,5937.0,5806.0,6160.4,203.3,1.96,178.2,5982.2,6338.599999999999,-4214.4,178.2,-68.4,0.9,6160.4 (±178.2),-4214.4 (±178.2),-68.4% (±0.9%)
(60-64),Male,Severna i yugoiztochna Bulgaria,2020,2748,6273.0,6284.0,5874.0,5937.0,5806.0,6160.4,203.3,1.96,178.2,5982.2,6338.599999999999,-3412.4,178.2,-55.4,1.2,6160.4 (±178.2),-3412.4 (±178.2),-55.4% (±1.2%)
(40-44),Male,Severoiztochen,2020,123,1603.0,1552.0,1434.0,1465.0,1461.0,1530.1999999999998,63.8,1.96,55.9,1474.2999999999997,1586.1,-1407.2,55.9,-92.0,0.2,1530.2 (±55.9),-1407.2 (±55.9),-92.0% (±0.2%)
(45-49),Male,Severoiztochen,2020,199,1603.0,1552.0,1434.0,1465.0,1461.0,1530.1999999999998,63.8,1.96,55.9,1474.2999999999997,1586.1,-1331.2,55.9,-87.0,0.5,1530.2 (±55.9),-1331.2 (±55.9),-87.0% (±0.5%)
(50-54),Male,Severoiztochen,2020,304,1603.0,1552.0,1434.0,1465.0,1461.0,1530.1999999999998,63.8,1.96,55.9,1474.2999999999997,1586.1,-1226.2,55.9,-80.1,0.7,1530.2 (±55.9),-1226.2 (±55.9),-80.1% (±0.7%)
(55-59),Male,Severoiztochen,2020,489,1603.0,1552.0,1434.0,1465.0,1461.0,1530.1999999999998,63.8,1.96,55.9,1474.2999999999997,1586.1,-1041.2,55.9,-68.0,1.2,1530.2 (±55.9),-1041.2 (±55.9),-68.0% (±1.2%)
(60-64),Male,Severoiztochen,2020,647,1603.0,1552.0,1434.0,1465.0,1461.0,1530.1999999999998,63.8,1.96,55.9,1474.2999999999997,1586.1,-883.2,55.9,-57.7,1.5,1530.2 (±55.9),-883.2 (±55.9),-57.7% (±1.5%)
(40-44),Male,Severozapaden,2020,85,1473.0,1536.0,1339.0,1398.0,1385.0,1444.6,69.8,1.96,61.2,1383.3999999999999,1505.8,-1359.6,61.2,-94.1,0.3,1444.6 (±61.2),-1359.6 (±61.2),-94.1% (±0.3%)
(45-49),Male,Severozapaden,2020,200,1473.0,1536.0,1339.0,1398.0,1385.0,1444.6,69.8,1.96,61.2,1383.3999999999999,1505.8,-1244.6,61.2,-86.2,0.5,1444.6 (±61.2),-1244.6 (±61.2),-86.2% (±0.5%)
(50-54),Male,Severozapaden,2020,295,1473.0,1536.0,1339.0,1398.0,1385.0,1444.6,69.8,1.96,61.2,1383.3999999999999,1505.8,-1149.6,61.2,-79.6,0.8,1444.6 (±61.2),-1149.6 (±61.2),-79.6% (±0.8%)
(55-59),Male,Severozapaden,2020,443,1473.0,1536.0,1339.0,1398.0,1385.0,1444.6,69.8,1.96,61.2,1383.3999999999999,1505.8,-1001.6,61.2,-69.3,1.3,1444.6 (±61.2),-1001.6 (±61.2),-69.3% (±1.3%)
(60-64),Male,Severozapaden,2020,672,1473.0,1536.0,1339.0,1398.0,1385.0,1444.6,69.8,1.96,61.2,1383.3999999999999,1505.8,-772.6,61.2,-53.5,1.9,1444.6 (±61.2),-772.6 (±61.2),-53.5% (±1.9%)
(40-44),Male,Shumen,2020,24,328.0,299.0,260.0,323.0,304.0,307.6000000000001,24.0,1.96,21.0,286.6000000000001,328.6000000000001,-283.6,21.0,-92.2,0.5,307.6 (±21.0),-283.6 (±21.0),-92.2% (±0.5%)
(45-49),Male,Shumen,2020,38,328.0,299.0,260.0,323.0,304.0,307.6000000000001,24.0,1.96,21.0,286.6000000000001,328.6000000000001,-269.6,21.0,-87.6,0.8,307.6 (±21.0),-269.6 (±21.0),-87.6% (±0.8%)
(50-54),Male,Shumen,2020,62,328.0,299.0,260.0,323.0,304.0,307.6000000000001,24.0,1.96,21.0,286.6000000000001,328.6000000000001,-245.6,21.0,-79.8,1.3,307.6 (±21.0),-245.6 (±21.0),-79.8% (±1.3%)
(55-59),Male,Shumen,2020,93,328.0,299.0,260.0,323.0,304.0,307.6000000000001,24.0,1.96,21.0,286.6000000000001,328.6000000000001,-214.6,21.0,-69.8,1.9,307.6 (±21.0),-214.6 (±21.0),-69.8% (±1.9%)
(60-64),Male,Shumen,2020,144,328.0,299.0,260.0,323.0,304.0,307.6000000000001,24.0,1.96,21.0,286.6000000000001,328.6000000000001,-163.6,21.0,-53.2,3.0,307.6 (±21.0),-163.6 (±21.0),-53.2% (±3.0%)
(40-44),Male,Silistra,2020,16,244.0,207.0,225.0,213.0,207.0,225.60000000000005,14.0,1.96,12.3,213.30000000000004,237.90000000000006,-209.6,12.3,-92.9,0.4,225.6 (±12.3),-209.6 (±12.3),-92.9% (±0.4%)
(45-49),Male,Silistra,2020,18,244.0,207.0,225.0,213.0,207.0,225.60000000000005,14.0,1.96,12.3,213.30000000000004,237.90000000000006,-207.6,12.3,-92.0,0.4,225.6 (±12.3),-207.6 (±12.3),-92.0% (±0.4%)
(50-54),Male,Silistra,2020,46,244.0,207.0,225.0,213.0,207.0,225.60000000000005,14.0,1.96,12.3,213.30000000000004,237.90000000000006,-179.6,12.3,-79.6,1.1,225.6 (±12.3),-179.6 (±12.3),-79.6% (±1.1%)
(55-59),Male,Silistra,2020,83,244.0,207.0,225.0,213.0,207.0,225.60000000000005,14.0,1.96,12.3,213.30000000000004,237.90000000000006,-142.6,12.3,-63.2,1.9,225.6 (±12.3),-142.6 (±12.3),-63.2% (±1.9%)
(60-64),Male,Silistra,2020,107,244.0,207.0,225.0,213.0,207.0,225.60000000000005,14.0,1.96,12.3,213.30000000000004,237.90000000000006,-118.6,12.3,-52.6,2.4,225.6 (±12.3),-118.6 (±12.3),-52.6% (±2.4%)
(40-44),Male,Sliven,2020,27,292.0,342.0,340.0,308.0,296.0,319.6,21.4,1.96,18.8,300.8,338.40000000000003,-292.6,18.8,-91.6,0.4,319.6 (±18.8),-292.6 (±18.8),-91.6% (±0.4%)
(45-49),Male,Sliven,2020,44,292.0,342.0,340.0,308.0,296.0,319.6,21.4,1.96,18.8,300.8,338.40000000000003,-275.6,18.8,-86.2,0.8,319.6 (±18.8),-275.6 (±18.8),-86.2% (±0.8%)
(50-54),Male,Sliven,2020,56,292.0,342.0,340.0,308.0,296.0,319.6,21.4,1.96,18.8,300.8,338.40000000000003,-263.6,18.8,-82.5,1.0,319.6 (±18.8),-263.6 (±18.8),-82.5% (±1.0%)
(55-59),Male,Sliven,2020,103,292.0,342.0,340.0,308.0,296.0,319.6,21.4,1.96,18.8,300.8,338.40000000000003,-216.6,18.8,-67.8,1.8,319.6 (±18.8),-216.6 (±18.8),-67.8% (±1.8%)
(60-64),Male,Sliven,2020,125,292.0,342.0,340.0,308.0,296.0,319.6,21.4,1.96,18.8,300.8,338.40000000000003,-194.6,18.8,-60.9,2.2,319.6 (±18.8),-194.6 (±18.8),-60.9% (±2.2%)
(40-44),Male,Smolyan,2020,12,201.0,172.0,190.0,188.0,195.0,190.80000000000004,9.7,1.96,8.5,182.30000000000004,199.30000000000004,-178.8,8.5,-93.7,0.3,190.8 (±8.5),-178.8 (±8.5),-93.7% (±0.3%)
(45-49),Male,Smolyan,2020,21,201.0,172.0,190.0,188.0,195.0,190.80000000000004,9.7,1.96,8.5,182.30000000000004,199.30000000000004,-169.8,8.5,-89.0,0.5,190.8 (±8.5),-169.8 (±8.5),-89.0% (±0.5%)
(50-54),Male,Smolyan,2020,36,201.0,172.0,190.0,188.0,195.0,190.80000000000004,9.7,1.96,8.5,182.30000000000004,199.30000000000004,-154.8,8.5,-81.1,0.8,190.8 (±8.5),-154.8 (±8.5),-81.1% (±0.8%)
(55-59),Male,Smolyan,2020,69,201.0,172.0,190.0,188.0,195.0,190.80000000000004,9.7,1.96,8.5,182.30000000000004,199.30000000000004,-121.8,8.5,-63.8,1.6,190.8 (±8.5),-121.8 (±8.5),-63.8% (±1.6%)
(60-64),Male,Smolyan,2020,103,201.0,172.0,190.0,188.0,195.0,190.80000000000004,9.7,1.96,8.5,182.30000000000004,199.30000000000004,-87.8,8.5,-46.0,2.3,190.8 (±8.5),-87.8 (±8.5),-46.0% (±2.3%)
(40-44),Male,Sofia,2020,41,463.0,464.0,470.0,459.0,426.0,462.7999999999999,15.6,1.96,13.7,449.0999999999999,476.4999999999999,-421.8,13.7,-91.1,0.3,462.8 (±13.7),-421.8 (±13.7),-91.1% (±0.3%)
(45-49),Male,Sofia,2020,67,463.0,464.0,470.0,459.0,426.0,462.7999999999999,15.6,1.96,13.7,449.0999999999999,476.4999999999999,-395.8,13.7,-85.5,0.4,462.8 (±13.7),-395.8 (±13.7),-85.5% (±0.4%)
(50-54),Male,Sofia,2020,87,463.0,464.0,470.0,459.0,426.0,462.7999999999999,15.6,1.96,13.7,449.0999999999999,476.4999999999999,-375.8,13.7,-81.2,0.5,462.8 (±13.7),-375.8 (±13.7),-81.2% (±0.5%)
(55-59),Male,Sofia,2020,155,463.0,464.0,470.0,459.0,426.0,462.7999999999999,15.6,1.96,13.7,449.0999999999999,476.4999999999999,-307.8,13.7,-66.5,1.0,462.8 (±13.7),-307.8 (±13.7),-66.5% (±1.0%)
(60-64),Male,Sofia,2020,239,463.0,464.0,470.0,459.0,426.0,462.7999999999999,15.6,1.96,13.7,449.0999999999999,476.4999999999999,-223.8,13.7,-48.4,1.4,462.8 (±13.7),-223.8 (±13.7),-48.4% (±1.4%)
(40-44),Male,Sofia (stolitsa),2020,164,1680.0,1550.0,1566.0,1512.0,1516.0,1598.4,61.1,1.96,53.6,1544.8000000000002,1652.0,-1434.4,53.6,-89.7,0.4,1598.4 (±53.6),-1434.4 (±53.6),-89.7% (±0.4%)
(45-49),Male,Sofia (stolitsa),2020,239,1680.0,1550.0,1566.0,1512.0,1516.0,1598.4,61.1,1.96,53.6,1544.8000000000002,1652.0,-1359.4,53.6,-85.0,0.5,1598.4 (±53.6),-1359.4 (±53.6),-85.0% (±0.5%)
(50-54),Male,Sofia (stolitsa),2020,319,1680.0,1550.0,1566.0,1512.0,1516.0,1598.4,61.1,1.96,53.6,1544.8000000000002,1652.0,-1279.4,53.6,-80.0,0.7,1598.4 (±53.6),-1279.4 (±53.6),-80.0% (±0.7%)
(55-59),Male,Sofia (stolitsa),2020,460,1680.0,1550.0,1566.0,1512.0,1516.0,1598.4,61.1,1.96,53.6,1544.8000000000002,1652.0,-1138.4,53.6,-71.2,1.0,1598.4 (±53.6),-1138.4 (±53.6),-71.2% (±1.0%)
(60-64),Male,Sofia (stolitsa),2020,703,1680.0,1550.0,1566.0,1512.0,1516.0,1598.4,61.1,1.96,53.6,1544.8000000000002,1652.0,-895.4,53.6,-56.0,1.4,1598.4 (±53.6),-895.4 (±53.6),-56.0% (±1.4%)
(40-44),Male,Stara Zagora,2020,42,534.0,597.0,483.0,536.0,503.0,547.4000000000002,38.7,1.96,33.9,513.5000000000002,581.3000000000002,-505.4,33.9,-92.3,0.5,547.4 (±33.9),-505.4 (±33.9),-92.3% (±0.5%)
(45-49),Male,Stara Zagora,2020,83,534.0,597.0,483.0,536.0,503.0,547.4000000000002,38.7,1.96,33.9,513.5000000000002,581.3000000000002,-464.4,33.9,-84.8,0.9,547.4 (±33.9),-464.4 (±33.9),-84.8% (±0.9%)
(50-54),Male,Stara Zagora,2020,106,534.0,597.0,483.0,536.0,503.0,547.4000000000002,38.7,1.96,33.9,513.5000000000002,581.3000000000002,-441.4,33.9,-80.6,1.2,547.4 (±33.9),-441.4 (±33.9),-80.6% (±1.2%)
(55-59),Male,Stara Zagora,2020,171,534.0,597.0,483.0,536.0,503.0,547.4000000000002,38.7,1.96,33.9,513.5000000000002,581.3000000000002,-376.4,33.9,-68.8,1.8,547.4 (±33.9),-376.4 (±33.9),-68.8% (±1.8%)
(60-64),Male,Stara Zagora,2020,244,534.0,597.0,483.0,536.0,503.0,547.4000000000002,38.7,1.96,33.9,513.5000000000002,581.3000000000002,-303.4,33.9,-55.4,2.6,547.4 (±33.9),-303.4 (±33.9),-55.4% (±2.6%)
(40-44),Male,Targovishte,2020,17,209.0,199.0,187.0,190.0,199.0,202.4,7.8,1.96,6.8,195.6,209.20000000000002,-185.4,6.8,-91.6,0.3,202.4 (±6.8),-185.4 (±6.8),-91.6% (±0.3%)
(45-49),Male,Targovishte,2020,15,209.0,199.0,187.0,190.0,199.0,202.4,7.8,1.96,6.8,195.6,209.20000000000002,-187.4,6.8,-92.6,0.2,202.4 (±6.8),-187.4 (±6.8),-92.6% (±0.2%)
(50-54),Male,Targovishte,2020,40,209.0,199.0,187.0,190.0,199.0,202.4,7.8,1.96,6.8,195.6,209.20000000000002,-162.4,6.8,-80.2,0.7,202.4 (±6.8),-162.4 (±6.8),-80.2% (±0.7%)
(55-59),Male,Targovishte,2020,63,209.0,199.0,187.0,190.0,199.0,202.4,7.8,1.96,6.8,195.6,209.20000000000002,-139.4,6.8,-68.9,1.0,202.4 (±6.8),-139.4 (±6.8),-68.9% (±1.0%)
