Age,Sex,Location,Mortality,Year,Week,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc
(40-44),Female,Sofia,2,2020,34,3.0,3.0,3.0,3.0,6.0,3.6,1.2,1.96,1.1,2.5,4.7,-1.6,1.1
(45-49),Female,Sofia,0,2020,34,3.0,3.0,3.0,3.0,6.0,3.6,1.2,1.96,1.1,2.5,4.7,-3.6,1.1
(50-54),Female,Sofia,1,2020,34,3.0,3.0,3.0,3.0,6.0,3.6,1.2,1.96,1.1,2.5,4.7,-2.6,1.1
(55-59),Female,Sofia,0,2020,34,3.0,3.0,3.0,3.0,6.0,3.6,1.2,1.96,1.1,2.5,4.7,-3.6,1.1
(60-64),Female,Sofia,1,2020,34,3.0,3.0,3.0,3.0,6.0,3.6,1.2,1.96,1.1,2.5,4.7,-2.6,1.1
(40-44),Female,Blagoevgrad,0,2020,34,1.0,6.0,11.0,2.0,3.0,4.6,3.6,1.96,3.2,1.3999999999999995,7.8,-4.6,3.2
(45-49),Female,Blagoevgrad,0,2020,34,1.0,6.0,11.0,2.0,3.0,4.6,3.6,1.96,3.2,1.3999999999999995,7.8,-4.6,3.2
(50-54),Female,Blagoevgrad,0,2020,34,1.0,6.0,11.0,2.0,3.0,4.6,3.6,1.96,3.2,1.3999999999999995,7.8,-4.6,3.2
(55-59),Female,Blagoevgrad,1,2020,34,1.0,6.0,11.0,2.0,3.0,4.6,3.6,1.96,3.2,1.3999999999999995,7.8,-3.6,3.2
(60-64),Female,Blagoevgrad,1,2020,34,1.0,6.0,11.0,2.0,3.0,4.6,3.6,1.96,3.2,1.3999999999999995,7.8,-3.6,3.2
(40-44),Female,Pernik,0,2020,34,1.0,3.0,3.0,2.0,2.0,2.2,0.7,1.96,0.6,1.6,2.8000000000000003,-2.2,0.6
(45-49),Female,Pernik,0,2020,34,1.0,3.0,3.0,2.0,2.0,2.2,0.7,1.96,0.6,1.6,2.8000000000000003,-2.2,0.6
(50-54),Female,Pernik,1,2020,34,1.0,3.0,3.0,2.0,2.0,2.2,0.7,1.96,0.6,1.6,2.8000000000000003,-1.2,0.6
(55-59),Female,Pernik,1,2020,34,1.0,3.0,3.0,2.0,2.0,2.2,0.7,1.96,0.6,1.6,2.8000000000000003,-1.2,0.6
(60-64),Female,Pernik,2,2020,34,1.0,3.0,3.0,2.0,2.0,2.2,0.7,1.96,0.6,1.6,2.8000000000000003,-0.2,0.6
(40-44),Female,Kyustendil,0,2020,34,0.0,6.0,2.0,3.0,2.0,2.6,2.0,1.96,1.8,0.8,4.4,-2.6,1.8
(45-49),Female,Kyustendil,0,2020,34,0.0,6.0,2.0,3.0,2.0,2.6,2.0,1.96,1.8,0.8,4.4,-2.6,1.8
(50-54),Female,Kyustendil,1,2020,34,0.0,6.0,2.0,3.0,2.0,2.6,2.0,1.96,1.8,0.8,4.4,-1.6,1.8
(55-59),Female,Kyustendil,1,2020,34,0.0,6.0,2.0,3.0,2.0,2.6,2.0,1.96,1.8,0.8,4.4,-1.6,1.8
(60-64),Female,Kyustendil,1,2020,34,0.0,6.0,2.0,3.0,2.0,2.6,2.0,1.96,1.8,0.8,4.4,-1.6,1.8
(40-44),Female,Yuzhen tsentralen,1,2020,34,29.0,23.0,22.0,18.0,22.0,22.8,3.5,1.96,3.1,19.7,25.900000000000002,-21.8,3.1
(45-49),Female,Yuzhen tsentralen,1,2020,34,29.0,23.0,22.0,18.0,22.0,22.8,3.5,1.96,3.1,19.7,25.900000000000002,-21.8,3.1
(50-54),Female,Yuzhen tsentralen,2,2020,34,29.0,23.0,22.0,18.0,22.0,22.8,3.5,1.96,3.1,19.7,25.900000000000002,-20.8,3.1
(55-59),Female,Yuzhen tsentralen,10,2020,34,29.0,23.0,22.0,18.0,22.0,22.8,3.5,1.96,3.1,19.7,25.900000000000002,-12.8,3.1
(60-64),Female,Yuzhen tsentralen,6,2020,34,29.0,23.0,22.0,18.0,22.0,22.8,3.5,1.96,3.1,19.7,25.900000000000002,-16.8,3.1
(40-44),Female,Plovdiv,1,2020,34,12.0,11.0,12.0,9.0,10.0,10.8,1.2,1.96,1.1,9.700000000000001,11.9,-9.8,1.1
(45-49),Female,Plovdiv,0,2020,34,12.0,11.0,12.0,9.0,10.0,10.8,1.2,1.96,1.1,9.700000000000001,11.9,-10.8,1.1
(50-54),Female,Plovdiv,0,2020,34,12.0,11.0,12.0,9.0,10.0,10.8,1.2,1.96,1.1,9.700000000000001,11.9,-10.8,1.1
(55-59),Female,Plovdiv,6,2020,34,12.0,11.0,12.0,9.0,10.0,10.8,1.2,1.96,1.1,9.700000000000001,11.9,-4.8,1.1
(60-64),Female,Plovdiv,2,2020,34,12.0,11.0,12.0,9.0,10.0,10.8,1.2,1.96,1.1,9.700000000000001,11.9,-8.8,1.1
(40-44),Female,Haskovo,0,2020,34,7.0,3.0,3.0,4.0,2.0,3.8,1.7,1.96,1.5,2.3,5.3,-3.8,1.5
(45-49),Female,Haskovo,0,2020,34,7.0,3.0,3.0,4.0,2.0,3.8,1.7,1.96,1.5,2.3,5.3,-3.8,1.5
(50-54),Female,Haskovo,0,2020,34,7.0,3.0,3.0,4.0,2.0,3.8,1.7,1.96,1.5,2.3,5.3,-3.8,1.5
(55-59),Female,Haskovo,1,2020,34,7.0,3.0,3.0,4.0,2.0,3.8,1.7,1.96,1.5,2.3,5.3,-2.8,1.5
(60-64),Female,Haskovo,1,2020,34,7.0,3.0,3.0,4.0,2.0,3.8,1.7,1.96,1.5,2.3,5.3,-2.8,1.5
(40-44),Female,Pazardzhik,0,2020,34,4.0,6.0,6.0,3.0,8.0,5.4,1.7,1.96,1.5,3.9000000000000004,6.9,-5.4,1.5
(45-49),Female,Pazardzhik,0,2020,34,4.0,6.0,6.0,3.0,8.0,5.4,1.7,1.96,1.5,3.9000000000000004,6.9,-5.4,1.5
(50-54),Female,Pazardzhik,0,2020,34,4.0,6.0,6.0,3.0,8.0,5.4,1.7,1.96,1.5,3.9000000000000004,6.9,-5.4,1.5
(55-59),Female,Pazardzhik,0,2020,34,4.0,6.0,6.0,3.0,8.0,5.4,1.7,1.96,1.5,3.9000000000000004,6.9,-5.4,1.5
(60-64),Female,Pazardzhik,2,2020,34,4.0,6.0,6.0,3.0,8.0,5.4,1.7,1.96,1.5,3.9000000000000004,6.9,-3.4,1.5
(40-44),Female,Smolyan,0,2020,34,3.0,2.0,1.0,0.0,1.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,-1.4,0.9
(45-49),Female,Smolyan,0,2020,34,3.0,2.0,1.0,0.0,1.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,-1.4,0.9
(50-54),Female,Smolyan,0,2020,34,3.0,2.0,1.0,0.0,1.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,-1.4,0.9
(55-59),Female,Smolyan,0,2020,34,3.0,2.0,1.0,0.0,1.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,-1.4,0.9
(60-64),Female,Smolyan,0,2020,34,3.0,2.0,1.0,0.0,1.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,-1.4,0.9
(40-44),Female,Kardzhali,0,2020,34,3.0,1.0,0.0,2.0,1.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,-1.4,0.9
(45-49),Female,Kardzhali,1,2020,34,3.0,1.0,0.0,2.0,1.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,-0.4,0.9
(50-54),Female,Kardzhali,2,2020,34,3.0,1.0,0.0,2.0,1.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,0.6,0.9
(55-59),Female,Kardzhali,3,2020,34,3.0,1.0,0.0,2.0,1.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,1.6,0.9
(60-64),Female,Kardzhali,1,2020,34,3.0,1.0,0.0,2.0,1.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,-0.4,0.9
(40-44),Male,Bulgaria,18,2020,34,232.0,258.0,253.0,247.0,259.0,249.8,9.9,1.96,8.7,241.10000000000002,258.5,-231.8,8.7
(45-49),Male,Bulgaria,27,2020,34,232.0,258.0,253.0,247.0,259.0,249.8,9.9,1.96,8.7,241.10000000000002,258.5,-222.8,8.7
(50-54),Male,Bulgaria,42,2020,34,232.0,258.0,253.0,247.0,259.0,249.8,9.9,1.96,8.7,241.10000000000002,258.5,-207.8,8.7
(55-59),Male,Bulgaria,64,2020,34,232.0,258.0,253.0,247.0,259.0,249.8,9.9,1.96,8.7,241.10000000000002,258.5,-185.8,8.7
(60-64),Male,Bulgaria,104,2020,34,232.0,258.0,253.0,247.0,259.0,249.8,9.9,1.96,8.7,241.10000000000002,258.5,-145.8,8.7
(40-44),Male,Severna i yugoiztochna Bulgaria,11,2020,34,118.0,132.0,114.0,138.0,136.0,127.6,9.7,1.96,8.5,119.1,136.1,-116.6,8.5
(45-49),Male,Severna i yugoiztochna Bulgaria,15,2020,34,118.0,132.0,114.0,138.0,136.0,127.6,9.7,1.96,8.5,119.1,136.1,-112.6,8.5
(50-54),Male,Severna i yugoiztochna Bulgaria,21,2020,34,118.0,132.0,114.0,138.0,136.0,127.6,9.7,1.96,8.5,119.1,136.1,-106.6,8.5
(55-59),Male,Severna i yugoiztochna Bulgaria,34,2020,34,118.0,132.0,114.0,138.0,136.0,127.6,9.7,1.96,8.5,119.1,136.1,-93.6,8.5
(60-64),Male,Severna i yugoiztochna Bulgaria,59,2020,34,118.0,132.0,114.0,138.0,136.0,127.6,9.7,1.96,8.5,119.1,136.1,-68.6,8.5
(40-44),Male,Severozapaden,2,2020,34,27.0,38.0,34.0,30.0,35.0,32.8,3.9,1.96,3.4,29.4,36.199999999999996,-30.8,3.4
(45-49),Male,Severozapaden,4,2020,34,27.0,38.0,34.0,30.0,35.0,32.8,3.9,1.96,3.4,29.4,36.199999999999996,-28.8,3.4
(50-54),Male,Severozapaden,3,2020,34,27.0,38.0,34.0,30.0,35.0,32.8,3.9,1.96,3.4,29.4,36.199999999999996,-29.8,3.4
(55-59),Male,Severozapaden,8,2020,34,27.0,38.0,34.0,30.0,35.0,32.8,3.9,1.96,3.4,29.4,36.199999999999996,-24.8,3.4
(60-64),Male,Severozapaden,14,2020,34,27.0,38.0,34.0,30.0,35.0,32.8,3.9,1.96,3.4,29.4,36.199999999999996,-18.8,3.4
(40-44),Male,Vidin,1,2020,34,3.0,5.0,1.0,4.0,2.0,3.0,1.4,1.96,1.2,1.8,4.2,-2.0,1.2
(45-49),Male,Vidin,0,2020,34,3.0,5.0,1.0,4.0,2.0,3.0,1.4,1.96,1.2,1.8,4.2,-3.0,1.2
(50-54),Male,Vidin,1,2020,34,3.0,5.0,1.0,4.0,2.0,3.0,1.4,1.96,1.2,1.8,4.2,-2.0,1.2
(55-59),Male,Vidin,1,2020,34,3.0,5.0,1.0,4.0,2.0,3.0,1.4,1.96,1.2,1.8,4.2,-2.0,1.2
(60-64),Male,Vidin,1,2020,34,3.0,5.0,1.0,4.0,2.0,3.0,1.4,1.96,1.2,1.8,4.2,-2.0,1.2
(40-44),Male,Montana,1,2020,34,2.0,7.0,9.0,5.0,4.0,5.4,2.4,1.96,2.1,3.3000000000000003,7.5,-4.4,2.1
(45-49),Male,Montana,1,2020,34,2.0,7.0,9.0,5.0,4.0,5.4,2.4,1.96,2.1,3.3000000000000003,7.5,-4.4,2.1
(50-54),Male,Montana,1,2020,34,2.0,7.0,9.0,5.0,4.0,5.4,2.4,1.96,2.1,3.3000000000000003,7.5,-4.4,2.1
(55-59),Male,Montana,1,2020,34,2.0,7.0,9.0,5.0,4.0,5.4,2.4,1.96,2.1,3.3000000000000003,7.5,-4.4,2.1
(60-64),Male,Montana,3,2020,34,2.0,7.0,9.0,5.0,4.0,5.4,2.4,1.96,2.1,3.3000000000000003,7.5,-2.4,2.1
(40-44),Male,Vratsa,0,2020,34,10.0,11.0,6.0,8.0,7.0,8.4,1.9,1.96,1.7,6.7,10.1,-8.4,1.7
(45-49),Male,Vratsa,2,2020,34,10.0,11.0,6.0,8.0,7.0,8.4,1.9,1.96,1.7,6.7,10.1,-6.4,1.7
(50-54),Male,Vratsa,0,2020,34,10.0,11.0,6.0,8.0,7.0,8.4,1.9,1.96,1.7,6.7,10.1,-8.4,1.7
(55-59),Male,Vratsa,2,2020,34,10.0,11.0,6.0,8.0,7.0,8.4,1.9,1.96,1.7,6.7,10.1,-6.4,1.7
(60-64),Male,Vratsa,5,2020,34,10.0,11.0,6.0,8.0,7.0,8.4,1.9,1.96,1.7,6.7,10.1,-3.4,1.7
(40-44),Male,Pleven,0,2020,34,7.0,8.0,12.0,10.0,17.0,10.8,3.5,1.96,3.1,7.700000000000001,13.9,-10.8,3.1
(45-49),Male,Pleven,0,2020,34,7.0,8.0,12.0,10.0,17.0,10.8,3.5,1.96,3.1,7.700000000000001,13.9,-10.8,3.1
(50-54),Male,Pleven,1,2020,34,7.0,8.0,12.0,10.0,17.0,10.8,3.5,1.96,3.1,7.700000000000001,13.9,-9.8,3.1
(55-59),Male,Pleven,3,2020,34,7.0,8.0,12.0,10.0,17.0,10.8,3.5,1.96,3.1,7.700000000000001,13.9,-7.8,3.1
(60-64),Male,Pleven,2,2020,34,7.0,8.0,12.0,10.0,17.0,10.8,3.5,1.96,3.1,7.700000000000001,13.9,-8.8,3.1
(40-44),Male,Lovech,0,2020,34,5.0,7.0,6.0,3.0,5.0,5.2,1.3,1.96,1.1,4.1,6.300000000000001,-5.2,1.1
(45-49),Male,Lovech,1,2020,34,5.0,7.0,6.0,3.0,5.0,5.2,1.3,1.96,1.1,4.1,6.300000000000001,-4.2,1.1
(50-54),Male,Lovech,0,2020,34,5.0,7.0,6.0,3.0,5.0,5.2,1.3,1.96,1.1,4.1,6.300000000000001,-5.2,1.1
(55-59),Male,Lovech,1,2020,34,5.0,7.0,6.0,3.0,5.0,5.2,1.3,1.96,1.1,4.1,6.300000000000001,-4.2,1.1
(60-64),Male,Lovech,3,2020,34,5.0,7.0,6.0,3.0,5.0,5.2,1.3,1.96,1.1,4.1,6.300000000000001,-2.2,1.1
(40-44),Male,Severen tsentralen,1,2020,34,27.0,28.0,18.0,29.0,23.0,25.0,4.0,1.96,3.5,21.5,28.5,-24.0,3.5
(45-49),Male,Severen tsentralen,3,2020,34,27.0,28.0,18.0,29.0,23.0,25.0,4.0,1.96,3.5,21.5,28.5,-22.0,3.5
(50-54),Male,Severen tsentralen,7,2020,34,27.0,28.0,18.0,29.0,23.0,25.0,4.0,1.96,3.5,21.5,28.5,-18.0,3.5
(55-59),Male,Severen tsentralen,6,2020,34,27.0,28.0,18.0,29.0,23.0,25.0,4.0,1.96,3.5,21.5,28.5,-19.0,3.5
(60-64),Male,Severen tsentralen,12,2020,34,27.0,28.0,18.0,29.0,23.0,25.0,4.0,1.96,3.5,21.5,28.5,-13.0,3.5
(40-44),Male,Veliko Tarnovo,0,2020,34,9.0,10.0,5.0,7.0,3.0,6.8,2.6,1.96,2.3,4.5,9.1,-6.8,2.3
(45-49),Male,Veliko Tarnovo,0,2020,34,9.0,10.0,5.0,7.0,3.0,6.8,2.6,1.96,2.3,4.5,9.1,-6.8,2.3
(50-54),Male,Veliko Tarnovo,0,2020,34,9.0,10.0,5.0,7.0,3.0,6.8,2.6,1.96,2.3,4.5,9.1,-6.8,2.3
(55-59),Male,Veliko Tarnovo,2,2020,34,9.0,10.0,5.0,7.0,3.0,6.8,2.6,1.96,2.3,4.5,9.1,-4.8,2.3
(60-64),Male,Veliko Tarnovo,2,2020,34,9.0,10.0,5.0,7.0,3.0,6.8,2.6,1.96,2.3,4.5,9.1,-4.8,2.3
(40-44),Male,Gabrovo,0,2020,34,4.0,2.0,2.0,4.0,3.0,3.0,0.9,1.96,0.8,2.2,3.8,-3.0,0.8
(45-49),Male,Gabrovo,1,2020,34,4.0,2.0,2.0,4.0,3.0,3.0,0.9,1.96,0.8,2.2,3.8,-2.0,0.8
(50-54),Male,Gabrovo,2,2020,34,4.0,2.0,2.0,4.0,3.0,3.0,0.9,1.96,0.8,2.2,3.8,-1.0,0.8
(55-59),Male,Gabrovo,1,2020,34,4.0,2.0,2.0,4.0,3.0,3.0,0.9,1.96,0.8,2.2,3.8,-2.0,0.8
(60-64),Male,Gabrovo,2,2020,34,4.0,2.0,2.0,4.0,3.0,3.0,0.9,1.96,0.8,2.2,3.8,-1.0,0.8
(40-44),Male,Ruse,1,2020,34,6.0,10.0,4.0,11.0,9.0,8.0,2.6,1.96,2.3,5.7,10.3,-7.0,2.3
(45-49),Male,Ruse,2,2020,34,6.0,10.0,4.0,11.0,9.0,8.0,2.6,1.96,2.3,5.7,10.3,-6.0,2.3
(50-54),Male,Ruse,1,2020,34,6.0,10.0,4.0,11.0,9.0,8.0,2.6,1.96,2.3,5.7,10.3,-7.0,2.3
(55-59),Male,Ruse,1,2020,34,6.0,10.0,4.0,11.0,9.0,8.0,2.6,1.96,2.3,5.7,10.3,-7.0,2.3
(60-64),Male,Ruse,3,2020,34,6.0,10.0,4.0,11.0,9.0,8.0,2.6,1.96,2.3,5.7,10.3,-5.0,2.3
(40-44),Male,Razgrad,0,2020,34,5.0,5.0,1.0,3.0,3.0,3.4,1.5,1.96,1.3,2.0999999999999996,4.7,-3.4,1.3
(45-49),Male,Razgrad,0,2020,34,5.0,5.0,1.0,3.0,3.0,3.4,1.5,1.96,1.3,2.0999999999999996,4.7,-3.4,1.3
(50-54),Male,Razgrad,2,2020,34,5.0,5.0,1.0,3.0,3.0,3.4,1.5,1.96,1.3,2.0999999999999996,4.7,-1.4,1.3
(55-59),Male,Razgrad,1,2020,34,5.0,5.0,1.0,3.0,3.0,3.4,1.5,1.96,1.3,2.0999999999999996,4.7,-2.4,1.3
(60-64),Male,Razgrad,2,2020,34,5.0,5.0,1.0,3.0,3.0,3.4,1.5,1.96,1.3,2.0999999999999996,4.7,-1.4,1.3
(40-44),Male,Silistra,0,2020,34,3.0,1.0,6.0,4.0,5.0,3.8,1.7,1.96,1.5,2.3,5.3,-3.8,1.5
(45-49),Male,Silistra,0,2020,34,3.0,1.0,6.0,4.0,5.0,3.8,1.7,1.96,1.5,2.3,5.3,-3.8,1.5
(50-54),Male,Silistra,2,2020,34,3.0,1.0,6.0,4.0,5.0,3.8,1.7,1.96,1.5,2.3,5.3,-1.8,1.5
(55-59),Male,Silistra,1,2020,34,3.0,1.0,6.0,4.0,5.0,3.8,1.7,1.96,1.5,2.3,5.3,-2.8,1.5
(60-64),Male,Silistra,3,2020,34,3.0,1.0,6.0,4.0,5.0,3.8,1.7,1.96,1.5,2.3,5.3,-0.8,1.5
(40-44),Male,Severoiztochen,4,2020,34,37.0,36.0,27.0,33.0,33.0,33.2,3.5,1.96,3.1,30.1,36.300000000000004,-29.2,3.1
(45-49),Male,Severoiztochen,6,2020,34,37.0,36.0,27.0,33.0,33.0,33.2,3.5,1.96,3.1,30.1,36.300000000000004,-27.2,3.1
(50-54),Male,Severoiztochen,3,2020,34,37.0,36.0,27.0,33.0,33.0,33.2,3.5,1.96,3.1,30.1,36.300000000000004,-30.2,3.1
(55-59),Male,Severoiztochen,9,2020,34,37.0,36.0,27.0,33.0,33.0,33.2,3.5,1.96,3.1,30.1,36.300000000000004,-24.2,3.1
(60-64),Male,Severoiztochen,20,2020,34,37.0,36.0,27.0,33.0,33.0,33.2,3.5,1.96,3.1,30.1,36.300000000000004,-13.2,3.1
(40-44),Male,Varna,2,2020,34,11.0,15.0,16.0,16.0,13.0,14.2,1.9,1.96,1.7,12.5,15.899999999999999,-12.2,1.7
(45-49),Male,Varna,2,2020,34,11.0,15.0,16.0,16.0,13.0,14.2,1.9,1.96,1.7,12.5,15.899999999999999,-12.2,1.7
(50-54),Male,Varna,0,2020,34,11.0,15.0,16.0,16.0,13.0,14.2,1.9,1.96,1.7,12.5,15.899999999999999,-14.2,1.7
(55-59),Male,Varna,4,2020,34,11.0,15.0,16.0,16.0,13.0,14.2,1.9,1.96,1.7,12.5,15.899999999999999,-10.2,1.7
(60-64),Male,Varna,5,2020,34,11.0,15.0,16.0,16.0,13.0,14.2,1.9,1.96,1.7,12.5,15.899999999999999,-9.2,1.7
(40-44),Male,Dobrich,1,2020,34,12.0,7.0,2.0,5.0,7.0,6.6,3.3,1.96,2.9,3.6999999999999997,9.5,-5.6,2.9
(45-49),Male,Dobrich,2,2020,34,12.0,7.0,2.0,5.0,7.0,6.6,3.3,1.96,2.9,3.6999999999999997,9.5,-4.6,2.9
(50-54),Male,Dobrich,1,2020,34,12.0,7.0,2.0,5.0,7.0,6.6,3.3,1.96,2.9,3.6999999999999997,9.5,-5.6,2.9
(55-59),Male,Dobrich,3,2020,34,12.0,7.0,2.0,5.0,7.0,6.6,3.3,1.96,2.9,3.6999999999999997,9.5,-3.6,2.9
(60-64),Male,Dobrich,9,2020,34,12.0,7.0,2.0,5.0,7.0,6.6,3.3,1.96,2.9,3.6999999999999997,9.5,2.4,2.9
(40-44),Male,Shumen,1,2020,34,9.0,9.0,6.0,8.0,7.0,7.8,1.2,1.96,1.1,6.699999999999999,8.9,-6.8,1.1
(45-49),Male,Shumen,1,2020,34,9.0,9.0,6.0,8.0,7.0,7.8,1.2,1.96,1.1,6.699999999999999,8.9,-6.8,1.1
(50-54),Male,Shumen,1,2020,34,9.0,9.0,6.0,8.0,7.0,7.8,1.2,1.96,1.1,6.699999999999999,8.9,-6.8,1.1
(55-59),Male,Shumen,2,2020,34,9.0,9.0,6.0,8.0,7.0,7.8,1.2,1.96,1.1,6.699999999999999,8.9,-5.8,1.1
(60-64),Male,Shumen,4,2020,34,9.0,9.0,6.0,8.0,7.0,7.8,1.2,1.96,1.1,6.699999999999999,8.9,-3.8,1.1
(40-44),Male,Targovishte,0,2020,34,5.0,5.0,3.0,4.0,6.0,4.6,1.0,1.96,0.9,3.6999999999999997,5.5,-4.6,0.9
(45-49),Male,Targovishte,1,2020,34,5.0,5.0,3.0,4.0,6.0,4.6,1.0,1.96,0.9,3.6999999999999997,5.5,-3.6,0.9
(50-54),Male,Targovishte,1,2020,34,5.0,5.0,3.0,4.0,6.0,4.6,1.0,1.96,0.9,3.6999999999999997,5.5,-3.6,0.9
(55-59),Male,Targovishte,0,2020,34,5.0,5.0,3.0,4.0,6.0,4.6,1.0,1.96,0.9,3.6999999999999997,5.5,-4.6,0.9
(60-64),Male,Targovishte,2,2020,34,5.0,5.0,3.0,4.0,6.0,4.6,1.0,1.96,0.9,3.6999999999999997,5.5,-2.6,0.9
(40-44),Male,Yugoiztochen,4,2020,34,27.0,30.0,35.0,46.0,45.0,36.6,7.7,1.96,6.7,29.900000000000002,43.300000000000004,-32.6,6.7
(45-49),Male,Yugoiztochen,2,2020,34,27.0,30.0,35.0,46.0,45.0,36.6,7.7,1.96,6.7,29.900000000000002,43.300000000000004,-34.6,6.7
(50-54),Male,Yugoiztochen,8,2020,34,27.0,30.0,35.0,46.0,45.0,36.6,7.7,1.96,6.7,29.900000000000002,43.300000000000004,-28.6,6.7
(55-59),Male,Yugoiztochen,11,2020,34,27.0,30.0,35.0,46.0,45.0,36.6,7.7,1.96,6.7,29.900000000000002,43.300000000000004,-25.6,6.7
(60-64),Male,Yugoiztochen,13,2020,34,27.0,30.0,35.0,46.0,45.0,36.6,7.7,1.96,6.7,29.900000000000002,43.300000000000004,-23.6,6.7
(40-44),Male,Burgas,1,2020,34,11.0,14.0,18.0,17.0,26.0,17.2,5.0,1.96,4.4,12.799999999999999,21.6,-16.2,4.4
(45-49),Male,Burgas,1,2020,34,11.0,14.0,18.0,17.0,26.0,17.2,5.0,1.96,4.4,12.799999999999999,21.6,-16.2,4.4
(50-54),Male,Burgas,2,2020,34,11.0,14.0,18.0,17.0,26.0,17.2,5.0,1.96,4.4,12.799999999999999,21.6,-15.2,4.4
(55-59),Male,Burgas,3,2020,34,11.0,14.0,18.0,17.0,26.0,17.2,5.0,1.96,4.4,12.799999999999999,21.6,-14.2,4.4
(60-64),Male,Burgas,7,2020,34,11.0,14.0,18.0,17.0,26.0,17.2,5.0,1.96,4.4,12.799999999999999,21.6,-10.2,4.4
(40-44),Male,Sliven,1,2020,34,6.0,6.0,7.0,7.0,5.0,6.2,0.7,1.96,0.6,5.6000000000000005,6.8,-5.2,0.6
(45-49),Male,Sliven,1,2020,34,6.0,6.0,7.0,7.0,5.0,6.2,0.7,1.96,0.6,5.6000000000000005,6.8,-5.2,0.6
(50-54),Male,Sliven,3,2020,34,6.0,6.0,7.0,7.0,5.0,6.2,0.7,1.96,0.6,5.6000000000000005,6.8,-3.2,0.6
(55-59),Male,Sliven,2,2020,34,6.0,6.0,7.0,7.0,5.0,6.2,0.7,1.96,0.6,5.6000000000000005,6.8,-4.2,0.6
(60-64),Male,Sliven,0,2020,34,6.0,6.0,7.0,7.0,5.0,6.2,0.7,1.96,0.6,5.6000000000000005,6.8,-6.2,0.6
(40-44),Male,Yambol,0,2020,34,3.0,2.0,5.0,6.0,7.0,4.6,1.9,1.96,1.7,2.8999999999999995,6.3,-4.6,1.7
(45-49),Male,Yambol,0,2020,34,3.0,2.0,5.0,6.0,7.0,4.6,1.9,1.96,1.7,2.8999999999999995,6.3,-4.6,1.7
(50-54),Male,Yambol,1,2020,34,3.0,2.0,5.0,6.0,7.0,4.6,1.9,1.96,1.7,2.8999999999999995,6.3,-3.6,1.7
(55-59),Male,Yambol,1,2020,34,3.0,2.0,5.0,6.0,7.0,4.6,1.9,1.96,1.7,2.8999999999999995,6.3,-3.6,1.7
(60-64),Male,Yambol,0,2020,34,3.0,2.0,5.0,6.0,7.0,4.6,1.9,1.96,1.7,2.8999999999999995,6.3,-4.6,1.7
(40-44),Male,Stara Zagora,2,2020,34,7.0,8.0,5.0,16.0,7.0,8.6,3.8,1.96,3.3,5.3,11.899999999999999,-6.6,3.3
(45-49),Male,Stara Zagora,0,2020,34,7.0,8.0,5.0,16.0,7.0,8.6,3.8,1.96,3.3,5.3,11.899999999999999,-8.6,3.3
(50-54),Male,Stara Zagora,2,2020,34,7.0,8.0,5.0,16.0,7.0,8.6,3.8,1.96,3.3,5.3,11.899999999999999,-6.6,3.3
(55-59),Male,Stara Zagora,5,2020,34,7.0,8.0,5.0,16.0,7.0,8.6,3.8,1.96,3.3,5.3,11.899999999999999,-3.6,3.3
(60-64),Male,Stara Zagora,6,2020,34,7.0,8.0,5.0,16.0,7.0,8.6,3.8,1.96,3.3,5.3,11.899999999999999,-2.6,3.3
(40-44),Male,Yugozapadna i yuzhna tsentralna Bulgaria,7,2020,34,114.0,126.0,139.0,109.0,123.0,122.2,10.4,1.96,9.1,113.10000000000001,131.3,-115.2,9.1
(45-49),Male,Yugozapadna i yuzhna tsentralna Bulgaria,12,2020,34,114.0,126.0,139.0,109.0,123.0,122.2,10.4,1.96,9.1,113.10000000000001,131.3,-110.2,9.1
(50-54),Male,Yugozapadna i yuzhna tsentralna Bulgaria,21,2020,34,114.0,126.0,139.0,109.0,123.0,122.2,10.4,1.96,9.1,113.10000000000001,131.3,-101.2,9.1
(55-59),Male,Yugozapadna i yuzhna tsentralna Bulgaria,30,2020,34,114.0,126.0,139.0,109.0,123.0,122.2,10.4,1.96,9.1,113.10000000000001,131.3,-92.2,9.1
(60-64),Male,Yugozapadna i yuzhna tsentralna Bulgaria,45,2020,34,114.0,126.0,139.0,109.0,123.0,122.2,10.4,1.96,9.1,113.10000000000001,131.3,-77.2,9.1
(40-44),Male,Yugozapaden,3,2020,34,68.0,78.0,94.0,62.0,80.0,76.4,11.0,1.96,9.6,66.80000000000001,86.0,-73.4,9.6
